customer_id,age_range,marital_status,family_size,income_bracket
12613,36-45,Unknown,5,3
12614,18-25,Married,1,6
12615,26-35,Married,1,11
12616,26-35,Unknown,2,9
12617,36-45,Single,5,8
12618,60+,Divorced,4,7
12619,60+,Divorced,1,9
12620,18-25,Divorced,5,10
12621,26-35,Married,4,3
12622,36-45,Unknown,5,9
12623,60+,Unknown,2,8
12624,18-25,Divorced,4,6
12625,18-25,Divorced,3,5
12626,18-25,Single,5,11
12627,36-45,Divorced,1,10
12628,46-60,Single,5,8
12629,26-35,Unknown,3,9
12630,26-35,Married,2,8
12631,36-45,Divorced,1,1
12632,18-25,Unknown,1,4
12633,46-60,Divorced,5,5
12634,26-35,Single,5,12
12635,36-45,Married,1,9
12636,36-45,Divorced,1,11
12637,46-60,Single,3,4
12638,46-60,Divorced,5,7
12639,46-60,Single,4,2
12640,46-60,Divorced,3,7
12641,26-35,Single,2,7
12642,46-60,Unknown,2,2
12643,36-45,Single,1,7
12644,26-35,Divorced,3,6
12645,36-45,Married,2,4
12646,18-25,Unknown,4,7
12647,46-60,Married,3,4
12648,18-25,Unknown,1,4
12649,46-60,Single,1,1
12650,46-60,Single,3,10
12651,26-35,Single,1,5
12652,18-25,Divorced,4,1
12653,18-25,Single,3,4
12654,18-25,Divorced,4,11
12655,46-60,Unknown,4,5
12656,26-35,Single,3,5
12657,60+,Unknown,1,11
12658,60+,Married,5,6
12659,26-35,Unknown,5,1
12660,26-35,Single,5,1
12661,18-25,Unknown,4,7
12662,36-45,Married,1,11
12663,36-45,Single,3,5
12664,26-35,Divorced,2,1
12665,60+,Unknown,5,4
12666,18-25,Unknown,3,2
12667,26-35,Unknown,2,4
12668,26-35,Single,4,7
12669,36-45,Married,4,11
12670,60+,Unknown,4,3
12671,36-45,Unknown,5,4
12672,36-45,Divorced,3,11
12673,18-25,Divorced,4,9
12674,60+,Divorced,3,2
12675,18-25,Married,5,6
12676,26-35,Married,3,9
12677,26-35,Single,3,10
12678,46-60,Divorced,4,4
12679,36-45,Single,2,7
12680,46-60,Married,1,8
12681,26-35,Unknown,4,11
12682,26-35,Unknown,4,5
12683,60+,Divorced,1,3
12684,26-35,Single,4,5
12685,36-45,Unknown,2,12
12686,60+,Unknown,1,12
12687,26-35,Married,5,4
12688,18-25,Divorced,4,11
12689,18-25,Unknown,2,1
12690,18-25,Married,4,2
12691,60+,Divorced,4,3
12692,18-25,Divorced,1,7
12693,18-25,Married,2,8
12694,36-45,Married,1,9
12695,18-25,Married,5,5
12696,18-25,Divorced,5,3
12697,18-25,Married,4,12
12698,36-45,Married,1,10
12699,26-35,Unknown,5,2
12700,18-25,Single,4,6
12701,36-45,Unknown,2,6
12702,46-60,Unknown,1,12
12703,60+,Married,5,9
12704,18-25,Single,5,3
12705,60+,Divorced,4,1
12706,36-45,Single,2,9
12707,60+,Married,1,7
12708,26-35,Divorced,2,3
12709,36-45,Single,1,4
12710,46-60,Unknown,5,5
12711,46-60,Single,4,3
12712,36-45,Divorced,1,6
12713,36-45,Unknown,5,7
12714,18-25,Divorced,1,6
12715,60+,Unknown,1,8
12716,18-25,Single,1,8
12717,18-25,Single,5,10
12718,60+,Married,2,5
12719,60+,Married,2,7
12720,18-25,Divorced,4,4
12721,46-60,Single,2,2
12722,18-25,Divorced,3,1
12723,18-25,Single,2,7
12724,46-60,Divorced,1,8
12725,36-45,Married,4,12
12726,26-35,Divorced,1,11
12727,46-60,Unknown,3,1
12728,36-45,Single,3,8
12729,26-35,Married,4,6
12730,36-45,Married,2,7
12731,36-45,Divorced,5,4
12732,60+,Unknown,5,11
12733,60+,Married,3,1
12734,46-60,Married,1,9
12735,36-45,Married,5,12
12736,60+,Unknown,5,12
12737,46-60,Single,5,7
12738,36-45,Divorced,2,3
12739,26-35,Unknown,2,2
12740,60+,Single,4,2
12741,36-45,Single,2,6
12742,18-25,Married,2,4
12743,60+,Divorced,5,7
12744,18-25,Married,3,4
12745,60+,Single,2,6
12746,36-45,Single,4,5
12747,60+,Married,5,12
12748,36-45,Divorced,3,10
12749,26-35,Married,5,6
12750,36-45,Married,5,7
12751,26-35,Unknown,2,12
12752,26-35,Unknown,5,7
12753,60+,Divorced,5,10
12754,36-45,Divorced,5,12
12755,46-60,Married,3,7
12756,60+,Married,1,5
12757,36-45,Single,4,5
12758,46-60,Divorced,5,12
12759,26-35,Married,1,4
12760,18-25,Married,3,8
12761,36-45,Single,1,7
12762,46-60,Unknown,5,4
12763,46-60,Unknown,5,5
12764,26-35,Divorced,2,3
12765,26-35,Single,5,2
12766,60+,Single,5,1
12767,18-25,Married,4,9
12768,46-60,Single,5,12
12769,18-25,Divorced,2,5
12770,26-35,Married,2,2
12771,36-45,Married,3,7
12772,18-25,Single,4,7
12773,46-60,Single,5,3
12774,46-60,Unknown,5,12
12775,46-60,Divorced,4,1
12776,60+,Unknown,2,11
12777,36-45,Single,1,10
12778,26-35,Unknown,3,11
12779,18-25,Single,1,12
12780,36-45,Single,1,1
12781,26-35,Unknown,1,2
12782,60+,Divorced,5,10
12783,36-45,Married,4,10
12784,46-60,Married,5,2
12785,60+,Divorced,3,7
12786,18-25,Married,4,12
12787,36-45,Single,5,10
12788,36-45,Married,2,10
12789,18-25,Divorced,1,5
12790,18-25,Unknown,3,3
12791,36-45,Married,2,10
12792,60+,Unknown,1,1
12793,26-35,Married,5,10
12794,36-45,Unknown,5,12
12795,18-25,Married,5,6
12796,18-25,Unknown,5,8
12797,46-60,Unknown,3,5
12798,26-35,Single,1,7
12799,36-45,Married,2,4
12800,36-45,Married,2,4
12801,18-25,Married,5,7
12802,18-25,Unknown,1,8
12803,46-60,Single,3,2
12804,26-35,Divorced,2,1
12805,26-35,Unknown,5,9
12806,46-60,Unknown,3,6
12807,36-45,Single,1,3
12808,36-45,Divorced,1,6
12809,60+,Unknown,1,7
12810,46-60,Unknown,2,7
12811,46-60,Unknown,2,6
12812,18-25,Married,3,2
12813,46-60,Divorced,5,5
12814,18-25,Married,5,10
12815,60+,Married,5,11
12816,26-35,Divorced,4,9
12817,36-45,Married,1,8
12818,26-35,Unknown,5,2
12819,60+,Unknown,5,6
12820,26-35,Single,4,4
12821,26-35,Single,2,3
12822,18-25,Unknown,5,4
12823,18-25,Married,4,1
12824,46-60,Unknown,3,5
12825,26-35,Unknown,5,11
12826,36-45,Married,1,4
12827,36-45,Unknown,5,2
12828,46-60,Single,5,3
12829,26-35,Unknown,1,8
12830,26-35,Single,5,8
12831,18-25,Divorced,4,9
12832,60+,Divorced,3,8
12833,36-45,Unknown,5,5
12834,36-45,Single,4,5
12835,46-60,Single,4,5
12836,46-60,Unknown,4,4
12837,26-35,Unknown,4,5
12838,46-60,Divorced,2,7
12839,36-45,Divorced,3,3
12840,46-60,Unknown,4,4
12841,60+,Divorced,4,2
12842,18-25,Divorced,2,7
12843,46-60,Divorced,2,5
12844,36-45,Unknown,3,8
12845,46-60,Single,4,12
12846,26-35,Divorced,4,9
12847,60+,Single,5,1
12848,36-45,Divorced,3,8
12849,26-35,Single,3,8
12850,46-60,Divorced,1,10
12851,36-45,Unknown,5,8
12852,26-35,Divorced,4,6
12853,60+,Single,3,12
12854,46-60,Divorced,1,12
12855,18-25,Single,5,5
12856,60+,Married,2,10
12857,26-35,Divorced,2,3
12858,60+,Single,3,5
12859,36-45,Single,2,4
12860,60+,Single,3,5
12861,36-45,Divorced,4,4
12862,36-45,Single,3,8
12863,60+,Married,5,11
12864,26-35,Divorced,2,2
12865,26-35,Unknown,3,1
12866,36-45,Married,1,10
12867,60+,Unknown,3,3
12868,26-35,Single,1,5
12869,18-25,Divorced,2,11
12870,36-45,Married,2,12
12871,60+,Divorced,4,2
12872,46-60,Single,5,8
12873,18-25,Married,5,1
12874,26-35,Divorced,2,3
12875,60+,Unknown,1,8
12876,18-25,Single,4,9
12877,26-35,Single,3,5
12878,36-45,Single,4,8
12879,26-35,Divorced,5,3
12880,26-35,Married,4,2
12881,18-25,Single,3,4
12882,60+,Single,3,3
12883,26-35,Unknown,4,5
12884,18-25,Unknown,1,4
12885,18-25,Single,1,5
12886,46-60,Divorced,2,11
12887,18-25,Divorced,5,3
12888,36-45,Divorced,3,12
12889,18-25,Unknown,1,4
12890,18-25,Married,3,9
12891,36-45,Divorced,1,4
12892,36-45,Single,3,11
12893,46-60,Single,1,11
12894,60+,Divorced,1,1
12895,36-45,Divorced,3,1
12896,18-25,Unknown,1,9
12897,60+,Divorced,4,4
12898,46-60,Married,1,5
12899,46-60,Single,3,1
12900,46-60,Married,2,12
12901,36-45,Single,5,8
12902,26-35,Married,1,1
12903,26-35,Married,1,5
12904,60+,Single,2,12
12905,36-45,Single,3,9
12906,60+,Single,3,7
12907,18-25,Divorced,5,11
12908,60+,Unknown,4,2
12909,60+,Unknown,4,7
12910,36-45,Divorced,2,8
12911,46-60,Divorced,1,12
12912,26-35,Single,2,4
12913,60+,Married,1,7
12914,18-25,Married,3,5
12915,60+,Single,5,2
12916,36-45,Single,3,6
12917,46-60,Divorced,4,1
12918,60+,Single,3,8
12919,26-35,Married,4,5
12920,26-35,Unknown,3,1
12921,18-25,Married,5,6
12922,60+,Single,2,12
12923,36-45,Single,3,8
12924,60+,Married,5,2
12925,18-25,Unknown,4,1
12926,60+,Divorced,4,8
12927,36-45,Divorced,3,11
12928,46-60,Unknown,2,7
12929,46-60,Divorced,5,4
12930,26-35,Single,1,1
12931,36-45,Single,5,5
12932,60+,Divorced,5,2
12933,60+,Single,1,3
12934,46-60,Divorced,3,1
12935,26-35,Divorced,1,7
12936,36-45,Married,5,3
12937,18-25,Single,4,12
12938,46-60,Married,5,9
12939,60+,Married,3,1
12940,26-35,Unknown,5,4
12941,46-60,Unknown,5,9
12942,60+,Divorced,2,5
12943,46-60,Married,3,6
12944,60+,Single,1,8
12945,60+,Single,1,10
12946,46-60,Unknown,4,2
12947,36-45,Single,1,4
12948,46-60,Single,1,12
12949,26-35,Unknown,4,1
12950,60+,Unknown,3,11
12951,18-25,Divorced,3,1
12952,46-60,Married,3,11
12953,18-25,Unknown,1,9
12954,46-60,Married,2,1
12955,36-45,Married,4,11
12956,46-60,Single,3,7
12957,26-35,Married,5,7
12958,46-60,Unknown,4,3
12959,36-45,Single,3,7
12960,36-45,Unknown,2,4
12961,60+,Divorced,3,1
12962,46-60,Divorced,1,12
12963,26-35,Divorced,5,8
12964,36-45,Married,1,2
12965,26-35,Single,2,2
12966,60+,Unknown,5,11
12967,36-45,Divorced,1,9
12968,36-45,Married,2,3
12969,60+,Divorced,1,8
12970,36-45,Divorced,2,2
12971,18-25,Divorced,1,6
12972,46-60,Single,3,8
12973,26-35,Single,3,7
12974,60+,Married,5,9
12975,26-35,Divorced,5,9
12976,46-60,Single,4,11
12977,60+,Married,5,7
12978,60+,Unknown,4,12
12979,60+,Married,2,10
12980,36-45,Single,4,1
12981,46-60,Divorced,4,6
12982,60+,Divorced,4,9
12983,18-25,Married,4,12
12984,18-25,Divorced,4,11
12985,60+,Divorced,2,8
12986,26-35,Married,2,12
12987,60+,Unknown,3,2
12988,18-25,Single,4,9
12989,36-45,Married,1,11
12990,18-25,Married,2,10
12991,36-45,Unknown,4,5
12992,26-35,Single,4,12
12993,46-60,Married,1,10
12994,18-25,Single,4,9
12995,46-60,Single,3,12
12996,26-35,Unknown,5,12
12997,36-45,Unknown,3,8
12998,26-35,Unknown,1,12
12999,36-45,Unknown,2,12
13000,26-35,Single,2,6
13001,18-25,Unknown,3,2
13002,36-45,Married,4,11
13003,60+,Married,5,6
13004,46-60,Unknown,5,2
13005,18-25,Divorced,5,11
13006,46-60,Single,1,5
13007,46-60,Married,3,7
13008,46-60,Divorced,1,2
13009,46-60,Single,2,3
13010,60+,Married,1,10
13011,60+,Married,3,5
13012,18-25,Divorced,4,10
13013,46-60,Single,2,2
13014,46-60,Divorced,3,12
13015,60+,Unknown,1,2
13016,26-35,Unknown,2,10
13017,26-35,Single,4,4
13018,26-35,Single,4,8
13019,26-35,Single,2,4
13020,60+,Married,4,7
13021,18-25,Unknown,1,1
13022,26-35,Single,1,7
13023,18-25,Unknown,5,4
13024,60+,Divorced,1,8
13025,26-35,Married,3,12
13026,46-60,Divorced,3,9
13027,18-25,Single,1,12
13028,26-35,Unknown,2,5
13029,18-25,Divorced,5,11
13030,36-45,Unknown,1,1
13031,36-45,Single,2,2
13032,18-25,Divorced,2,6
13033,60+,Unknown,3,3
13034,60+,Single,1,3
13035,36-45,Unknown,5,1
13036,60+,Single,4,4
13037,46-60,Married,5,9
13038,60+,Divorced,4,6
13039,36-45,Married,4,6
13040,18-25,Single,4,8
13041,26-35,Single,4,10
13042,18-25,Unknown,2,7
13043,60+,Married,1,2
13044,18-25,Single,2,4
13045,26-35,Single,4,3
13046,26-35,Single,4,2
13047,60+,Unknown,1,10
13048,60+,Single,4,8
13049,46-60,Married,4,8
13050,18-25,Divorced,2,4
13051,60+,Married,3,12
13052,26-35,Single,3,5
13053,18-25,Unknown,1,7
13054,36-45,Divorced,5,3
13055,26-35,Divorced,2,1
13056,18-25,Married,5,2
13057,36-45,Divorced,1,9
13058,36-45,Single,4,11
13059,18-25,Single,3,3
13060,60+,Divorced,5,6
13061,60+,Divorced,3,6
13062,46-60,Unknown,5,7
13063,18-25,Divorced,1,1
13064,60+,Unknown,5,10
13065,46-60,Divorced,1,4
13066,60+,Divorced,5,4
13067,18-25,Unknown,3,10
13068,60+,Married,4,9
13069,26-35,Married,5,5
13070,60+,Unknown,4,8
13071,46-60,Unknown,1,1
13072,26-35,Single,2,4
13073,18-25,Divorced,5,12
13074,18-25,Single,2,3
13075,46-60,Unknown,1,6
13076,18-25,Divorced,5,1
13077,36-45,Single,1,9
13078,18-25,Married,2,4
13079,60+,Single,2,7
13080,18-25,Unknown,5,10
13081,18-25,Single,4,6
13082,18-25,Single,3,4
13083,18-25,Single,3,8
13084,26-35,Single,3,7
13085,26-35,Single,3,6
13086,36-45,Unknown,2,7
13087,36-45,Married,2,8
13088,18-25,Unknown,4,6
13089,60+,Unknown,1,3
13090,46-60,Single,5,9
13091,26-35,Single,1,10
13092,18-25,Single,2,10
13093,18-25,Unknown,1,5
13094,26-35,Divorced,5,5
13095,36-45,Unknown,2,5
13096,60+,Divorced,5,5
13097,26-35,Unknown,5,5
13098,36-45,Unknown,1,9
13099,26-35,Unknown,5,4
13100,46-60,Married,2,12
13101,46-60,Divorced,1,4
13102,26-35,Married,5,11
13103,36-45,Single,5,1
13104,18-25,Divorced,3,6
13105,46-60,Single,5,1
13106,18-25,Single,4,7
13107,26-35,Single,4,10
13108,18-25,Married,2,9
13109,60+,Single,1,8
13110,36-45,Single,2,6
13111,60+,Married,5,4
13112,18-25,Divorced,4,11
13113,46-60,Married,4,4
13114,36-45,Unknown,5,10
13115,18-25,Unknown,5,1
13116,46-60,Married,1,4
13117,36-45,Married,1,10
13118,46-60,Divorced,3,5
13119,26-35,Unknown,4,3
13120,46-60,Married,5,11
13121,36-45,Married,4,3
13122,26-35,Married,5,10
13123,26-35,Single,1,1
13124,46-60,Married,1,6
13125,26-35,Divorced,5,2
13126,60+,Married,4,9
13127,26-35,Divorced,3,11
13128,60+,Divorced,2,9
13129,36-45,Married,4,1
13130,46-60,Married,4,9
13131,36-45,Unknown,4,7
13132,46-60,Married,4,7
13133,60+,Married,2,1
13134,26-35,Married,3,11
13135,36-45,Single,4,2
13136,60+,Divorced,4,10
13137,26-35,Divorced,3,5
13138,46-60,Single,2,9
13139,26-35,Married,4,10
13140,46-60,Married,3,12
13141,18-25,Divorced,4,10
13142,36-45,Married,4,4
13143,60+,Married,1,10
13144,46-60,Single,3,6
13145,60+,Divorced,3,12
13146,26-35,Divorced,1,8
13147,60+,Single,1,12
13148,26-35,Unknown,1,10
13149,26-35,Single,5,7
13150,36-45,Divorced,5,12
13151,46-60,Unknown,4,5
13152,26-35,Single,3,1
13153,26-35,Divorced,1,12
13154,26-35,Married,1,10
13155,46-60,Married,4,6
13156,18-25,Unknown,2,2
13157,46-60,Single,2,11
13158,26-35,Unknown,5,10
13159,46-60,Married,4,8
13160,36-45,Unknown,3,9
13161,18-25,Unknown,2,3
13162,18-25,Divorced,1,5
13163,46-60,Single,1,6
13164,18-25,Divorced,1,3
13165,26-35,Single,1,4
13166,26-35,Married,2,10
13167,46-60,Married,2,8
13168,36-45,Married,5,11
13169,18-25,Unknown,3,2
13170,26-35,Married,2,12
13171,46-60,Divorced,2,9
13172,18-25,Single,4,12
13173,60+,Unknown,3,5
13174,36-45,Single,5,10
13175,46-60,Divorced,1,8
13176,36-45,Single,4,5
13177,26-35,Married,1,12
13178,18-25,Married,2,7
13179,46-60,Married,5,8
13180,18-25,Unknown,1,11
13181,36-45,Divorced,3,3
13182,26-35,Divorced,4,1
13183,18-25,Married,4,8
13184,18-25,Unknown,5,12
13185,26-35,Unknown,1,10
13186,36-45,Single,1,9
13187,36-45,Unknown,1,11
13188,46-60,Divorced,2,12
13189,46-60,Single,2,3
13190,18-25,Divorced,2,11
13191,18-25,Divorced,1,1
13192,18-25,Divorced,5,4
13193,46-60,Divorced,2,5
13194,26-35,Married,4,4
13195,60+,Divorced,2,2
13196,36-45,Single,5,7
13197,46-60,Married,2,8
13198,60+,Divorced,1,6
13199,46-60,Unknown,1,6
13200,18-25,Married,1,5
13201,36-45,Married,2,4
13202,60+,Divorced,3,5
13203,36-45,Divorced,4,7
13204,36-45,Divorced,1,3
13205,60+,Unknown,1,1
13206,36-45,Single,2,3
13207,60+,Divorced,1,6
13208,18-25,Unknown,1,2
13209,26-35,Divorced,2,3
13210,36-45,Unknown,1,9
13211,18-25,Unknown,2,9
13212,36-45,Divorced,4,8
13213,26-35,Unknown,5,9
13214,26-35,Divorced,5,6
13215,46-60,Unknown,4,3
13216,46-60,Divorced,2,11
13217,60+,Unknown,1,11
13218,36-45,Married,2,2
13219,60+,Married,2,6
13220,18-25,Married,5,5
13221,36-45,Unknown,3,12
13222,60+,Divorced,1,7
13223,26-35,Unknown,5,3
13224,26-35,Single,1,8
13225,60+,Single,3,4
13226,36-45,Unknown,5,9
13227,18-25,Unknown,3,1
13228,60+,Divorced,5,7
13229,26-35,Married,2,9
13230,36-45,Unknown,4,9
13231,60+,Married,5,9
13232,36-45,Married,5,2
13233,46-60,Single,2,9
13234,60+,Divorced,3,1
13235,36-45,Married,2,6
13236,36-45,Single,3,5
13237,26-35,Divorced,4,10
13238,46-60,Unknown,5,9
13239,60+,Divorced,4,1
13240,36-45,Divorced,5,7
13241,36-45,Divorced,3,3
13242,60+,Married,2,11
13243,60+,Single,2,10
13244,26-35,Unknown,5,6
13245,46-60,Single,3,4
13246,26-35,Married,2,3
13247,60+,Married,5,11
13248,60+,Single,4,6
13249,26-35,Single,3,5
13250,26-35,Unknown,1,2
13251,46-60,Single,5,7
13252,18-25,Married,5,12
13253,26-35,Married,4,8
13254,26-35,Unknown,5,1
13255,26-35,Single,4,2
13256,26-35,Married,1,7
13257,60+,Married,4,12
13258,46-60,Unknown,1,7
13259,18-25,Unknown,5,1
13260,36-45,Unknown,1,11
13261,18-25,Unknown,1,10
13262,26-35,Divorced,3,6
13263,36-45,Divorced,5,1
13264,46-60,Single,2,10
13265,46-60,Divorced,4,6
13266,36-45,Divorced,5,10
13267,18-25,Divorced,4,4
13268,26-35,Single,2,8
13269,60+,Unknown,4,10
13270,46-60,Unknown,3,12
13271,26-35,Unknown,4,6
13272,46-60,Married,1,10
13273,36-45,Single,4,11
13274,18-25,Married,1,4
13275,36-45,Single,2,11
13276,60+,Single,4,10
13277,60+,Unknown,1,4
13278,60+,Unknown,1,9
13279,46-60,Unknown,3,4
13280,26-35,Married,2,7
13281,36-45,Unknown,1,7
13282,36-45,Divorced,1,3
13283,46-60,Unknown,1,1
13284,46-60,Unknown,3,7
13285,36-45,Single,4,8
13286,18-25,Divorced,1,3
13287,60+,Single,2,7
13288,46-60,Single,5,1
13289,36-45,Unknown,5,11
13290,26-35,Married,2,4
13291,18-25,Unknown,3,9
13292,18-25,Single,4,8
13293,46-60,Unknown,2,3
13294,60+,Single,2,2
13295,60+,Divorced,1,6
13296,18-25,Married,3,12
13297,26-35,Single,1,6
13298,26-35,Unknown,5,7
13299,36-45,Divorced,3,6
13300,26-35,Divorced,2,5
13301,36-45,Single,5,12
13302,26-35,Divorced,5,12
13303,26-35,Married,1,10
13304,26-35,Married,1,6
13305,46-60,Single,4,11
13306,18-25,Married,4,12
13307,18-25,Divorced,1,12
13308,26-35,Single,5,6
13309,26-35,Single,5,9
13310,18-25,Divorced,2,10
13311,46-60,Divorced,4,1
13312,60+,Single,2,8
13313,60+,Divorced,2,8
13314,36-45,Single,5,8
13315,46-60,Married,2,5
13316,60+,Divorced,3,1
13317,18-25,Divorced,4,11
13318,60+,Married,5,8
13319,26-35,Divorced,5,9
13320,46-60,Single,1,6
13321,26-35,Married,5,12
13322,46-60,Married,3,3
13323,26-35,Married,5,4
13324,46-60,Married,4,9
13325,26-35,Unknown,3,7
13326,36-45,Divorced,2,11
13327,60+,Divorced,3,2
13328,18-25,Divorced,5,9
13329,36-45,Single,1,6
13330,26-35,Married,3,2
13331,60+,Divorced,2,8
13332,18-25,Unknown,4,5
13333,60+,Divorced,1,7
13334,60+,Single,2,1
13335,60+,Married,3,2
13336,18-25,Unknown,1,9
13337,60+,Single,5,3
13338,46-60,Unknown,5,12
13339,60+,Married,2,9
13340,18-25,Unknown,5,7
13341,26-35,Unknown,4,2
13342,26-35,Single,3,2
13343,26-35,Divorced,5,7
13344,26-35,Married,2,4
13345,26-35,Single,4,7
13346,26-35,Single,3,9
13347,60+,Unknown,3,7
13348,46-60,Divorced,5,8
13349,60+,Unknown,2,5
13350,60+,Divorced,2,11
13351,18-25,Unknown,2,10
13352,46-60,Married,2,9
13353,26-35,Divorced,2,3
13354,36-45,Unknown,1,5
13355,46-60,Single,1,2
13356,36-45,Married,3,12
13357,46-60,Married,3,7
13358,46-60,Married,2,10
13359,36-45,Single,5,8
13360,46-60,Unknown,2,5
13361,46-60,Unknown,5,8
13362,60+,Married,5,4
13363,36-45,Married,1,11
13364,18-25,Single,3,10
13365,26-35,Divorced,3,10
13366,36-45,Unknown,3,1
13367,46-60,Unknown,5,8
13368,60+,Divorced,1,9
13369,60+,Unknown,1,9
13370,18-25,Single,5,11
13371,36-45,Married,3,1
13372,36-45,Married,1,10
13373,60+,Single,4,3
13374,46-60,Married,1,3
13375,18-25,Unknown,1,12
13376,60+,Single,1,9
13377,46-60,Unknown,2,4
13378,18-25,Married,3,6
13379,36-45,Single,4,10
13380,36-45,Unknown,4,6
13381,46-60,Single,1,2
13382,60+,Divorced,3,11
13383,26-35,Married,2,11
13384,18-25,Single,4,2
13385,36-45,Divorced,1,7
13386,18-25,Divorced,2,7
13387,26-35,Married,4,9
13388,18-25,Divorced,5,1
13389,46-60,Single,4,7
13390,36-45,Divorced,3,12
13391,26-35,Single,4,11
13392,26-35,Single,4,6
13393,60+,Unknown,5,4
13394,36-45,Single,3,5
13395,26-35,Divorced,3,5
13396,46-60,Divorced,2,4
13397,60+,Unknown,2,1
13398,60+,Unknown,4,2
13399,60+,Unknown,4,1
13400,18-25,Divorced,5,8
13401,26-35,Unknown,1,11
13402,36-45,Divorced,3,4
13403,60+,Married,3,8
13404,26-35,Divorced,5,2
13405,26-35,Single,3,11
13406,36-45,Married,2,10
13407,26-35,Divorced,4,2
13408,26-35,Divorced,2,12
13409,46-60,Unknown,1,6
13410,36-45,Married,1,12
13411,18-25,Unknown,3,6
13412,18-25,Married,2,4
13413,60+,Single,4,11
13414,26-35,Married,3,4
13415,60+,Married,4,12
13416,46-60,Single,1,11
13417,60+,Unknown,1,12
13418,26-35,Unknown,2,5
13419,36-45,Married,3,7
13420,36-45,Divorced,5,10
13421,18-25,Divorced,5,9
13422,60+,Unknown,4,2
13423,26-35,Single,1,9
13424,26-35,Unknown,4,5
13425,18-25,Divorced,2,7
13426,60+,Single,5,7
13427,26-35,Divorced,2,11
13428,60+,Single,1,1
13429,26-35,Divorced,1,8
13430,18-25,Divorced,4,1
13431,26-35,Divorced,2,4
13432,18-25,Divorced,1,10
13433,46-60,Single,5,4
13434,60+,Divorced,4,1
13435,26-35,Single,3,1
13436,46-60,Single,4,7
13437,26-35,Married,2,6
13438,18-25,Married,5,2
13439,26-35,Divorced,5,3
13440,36-45,Married,1,11
13441,46-60,Single,4,9
13442,36-45,Single,3,6
13443,60+,Unknown,4,2
13444,26-35,Divorced,3,8
13445,46-60,Married,3,4
13446,46-60,Married,3,4
13447,36-45,Married,3,10
13448,36-45,Divorced,1,2
13449,18-25,Single,5,4
13450,36-45,Single,4,6
13451,18-25,Unknown,5,10
13452,26-35,Single,4,12
13453,46-60,Unknown,3,9
13454,26-35,Single,4,11
13455,60+,Married,2,2
13456,46-60,Divorced,3,1
13457,18-25,Married,1,9
13458,18-25,Married,4,12
13459,18-25,Married,2,6
13460,36-45,Unknown,3,2
13461,18-25,Unknown,3,4
13462,60+,Unknown,1,6
13463,18-25,Single,4,12
13464,36-45,Married,2,4
13465,60+,Divorced,4,3
13466,46-60,Unknown,3,3
13467,18-25,Divorced,1,4
13468,46-60,Divorced,1,11
13469,18-25,Single,3,10
13470,18-25,Unknown,4,2
13471,60+,Unknown,1,10
13472,26-35,Unknown,1,3
13473,36-45,Single,1,3
13474,46-60,Divorced,2,12
13475,46-60,Unknown,2,8
13476,26-35,Unknown,4,2
13477,46-60,Married,5,10
13478,46-60,Married,2,4
13479,26-35,Divorced,2,12
13480,46-60,Divorced,2,11
13481,60+,Single,5,5
13482,26-35,Unknown,1,11
13483,46-60,Unknown,1,3
13484,26-35,Unknown,4,7
13485,46-60,Married,2,1
13486,36-45,Married,3,11
13487,26-35,Married,5,7
13488,26-35,Single,4,7
13489,36-45,Married,3,4
13490,26-35,Unknown,3,1
13491,46-60,Unknown,3,6
13492,60+,Unknown,3,11
13493,36-45,Married,5,7
13494,26-35,Single,4,3
13495,36-45,Divorced,4,4
13496,60+,Divorced,5,8
13497,26-35,Married,1,11
13498,60+,Unknown,4,5
13499,36-45,Married,4,3
13500,36-45,Married,4,7
13501,18-25,Married,3,8
13502,46-60,Married,3,4
13503,18-25,Married,3,2
13504,46-60,Unknown,5,3
13505,18-25,Divorced,4,8
13506,60+,Unknown,4,6
13507,18-25,Divorced,2,4
13508,60+,Married,4,12
13509,18-25,Unknown,4,2
13510,18-25,Divorced,3,8
13511,18-25,Married,4,12
13512,26-35,Single,2,2
13513,60+,Married,2,10
13514,18-25,Single,3,8
13515,18-25,Divorced,2,3
13516,36-45,Married,1,1
13517,26-35,Married,1,11
13518,18-25,Married,5,9
13519,18-25,Single,5,6
13520,26-35,Single,3,4
13521,46-60,Unknown,1,6
13522,18-25,Single,2,5
13523,18-25,Single,1,9
13524,36-45,Single,4,6
13525,60+,Single,5,4
13526,18-25,Married,1,8
13527,36-45,Unknown,3,2
13528,60+,Married,4,6
13529,26-35,Unknown,4,1
13530,36-45,Unknown,4,6
13531,18-25,Single,2,8
13532,60+,Divorced,3,1
13533,46-60,Divorced,3,4
13534,18-25,Married,5,3
13535,36-45,Unknown,4,6
13536,18-25,Single,3,6
13537,26-35,Single,2,9
13538,18-25,Divorced,4,10
13539,18-25,Divorced,4,9
13540,46-60,Married,4,4
13541,36-45,Divorced,5,8
13542,60+,Single,4,8
13543,46-60,Divorced,2,7
13544,26-35,Married,1,2
13545,46-60,Married,3,11
13546,18-25,Unknown,5,8
13547,46-60,Single,5,11
13548,26-35,Married,5,6
13549,46-60,Divorced,1,2
13550,36-45,Unknown,3,11
13551,18-25,Married,1,1
13552,36-45,Unknown,2,6
13553,36-45,Unknown,3,8
13554,46-60,Married,3,9
13555,18-25,Unknown,2,5
13556,18-25,Married,2,8
